X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon
-73.111977,7.121846,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 33 CALLE 41,,,,,-1,0,-1,,
-73.110648,7.114342,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 33 CALLE 51,,,,,-1,0,-1,,
-73.120256,7.117224,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 21 CALLE 41,,,,,-1,0,-1,,
-73.117838,7.1136,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 22 CALLE 50,,,,,-1,0,-1,,
-73.120955,7.106517,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA.15 CALLE 56,,,,,-1,0,-1,,
-73.115694,7.108875,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 22 CALLE 56,,,,,-1,0,-1,,
-73.108787,7.116987,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 36 CALLE 48,,,,,-1,0,-1,,
-73.109185,7.119237,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 36 CALLE 45,,,,,-1,0,-1,,
-73.114143,7.116595,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 27A CALLE 48,,,,,-1,0,-1,,
-73.112155,7.116375,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 29 CALLE 48,,,,,-1,0,-1,,
-73.108725,7.113479,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 35A CALLE 52,,,,,-1,0,-1,,
-73.108172,7.113567,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 36 CALLE 52,,,,,-1,0,-1,,
-73.118251,7.104414,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 17 CALLE 61,,,,,-1,0,-1,,
-73.116687,7.105103,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 17C CALLE 61,,,,,-1,0,-1,,
-73.120308,7.109365,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 17 CALLE 53,,,,,-1,0,-1,,
-73.122269,7.115636,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 18 CALLE 45,,,,,-1,0,-1,,
-73.131342,7.116892,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 9 CALLE 35,,,,,-1,0,-1,,
-73.130339,7.121541,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 12 AV. Q. SECA,,,,,-1,0,-1,,
-73.11921,7.116653,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 22 CALLE 45,,,,,-1,0,-1,,
-73.109537,7.108005,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 33 CALLE 62,,,,,-1,0,-1,,
-73.112828,7.111452,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   AV. G. VALENCIA CALLE 55,,,,,-1,0,-1,,
-73.115625,7.12602,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 30 CALLE 32,,,,,-1,0,-1,,
-73.114674,7.124314,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 30 CALLE 34,,,,,-1,0,-1,,
-73.11426,7.118111,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 27A CALLE 45,,,,,-1,0,-1,,
-73.112427,7.118586,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 29 CALLE 45,,,,,-1,0,-1,,
-73.110682,7.107297,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   AV. G. VALENCIA CALLE 63,,,,,-1,0,-1,,
-73.108418,7.114899,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 36 CALLE 51,,,,,-1,0,-1,,
-73.109531,7.126011,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 38 CALLE 34,,,,,-1,0,-1,,
-73.109594,7.12148,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 36 CALLE 42,,,,,-1,0,-1,,
-73.110272,7.121355,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 35 CALLE 42,,,,,-1,0,-1,,
-73.110405,7.122129,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 35 CALLE 41,,,,,-1,0,-1,,
-73.115418,7.085363,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA 22 CALLE 105 (PROVENZA),,,,,-1,0,-1,,
-73.120058,7.133065,INTERSECCIÓN SEMAFÓRICA,INTERSECCIÓN SEMAFÓRICA    <br>       <br>   DIRECCION   CRA. 27 CALLE 16,,,,,-1,0,-1,,
