X,Y,Name,description,timestamp,begin,end,altitudeMode,tessellate,extrude,visibility,drawOrder,icon
-73.133483,7.142019,SI 30,CODIGO SI 30 <br> NOMBRE TRASPORTE MASIVO,,,,,-1,0,-1,,
-73.133178,7.141303,SR 06,CODIGO SR 06 <br>NOMBRE PROHIBIDO GIRAR A LA IZQUIERDA,,,,,-1,0,-1,,
-73.133261,7.140869,SR 06,CODIGO SR 06 <br> NOMBRE PROHIBIDO GIRAR A LA IZQUIERDA,,,,,-1,0,-1,,
-73.133292,7.140619,SR 30,CODIGO SR 30 <br> NOMBRE VELOCIDA MAXIMA PERMITIDA 30KM/H,,,,,-1,0,-1,,
-73.133581,7.140853,SP 46,CODIGO SP 46 <br> NOMBRE ZONA DE PEATONES,,,,,-1,0,-1,,
-73.133414,7.141242,SI 30,CODIGO SI 30 <br> NOMBRE TRASPORTE MASIVO,,,,,-1,0,-1,,
-73.133414,7.141256,SP 46,CODIGO SP 46 <br> NOMBRE ZONA DE PEATONES,,,,,-1,0,-1,,
-73.110291,7.125688,SR 01,SR 01    <br>       <br>   CODIGO   SR 01    <br>   NOMBRE   PARE,,,,,-1,0,-1,,
-73.11048,7.125031,SR 01,SR 01    <br>       <br>   CODIGO   SR 01    <br>   NOMBRE   PARE,,,,,-1,0,-1,,
-73.110374,7.125045,SR 01,SR 01    <br>       <br>   CODIGO   SR 01    <br>   NOMBRE   PARE,,,,,-1,0,-1,,
-73.109581,7.123836,SR 01,SR 01    <br>       <br>   CODIGO   SR 01    <br>   NOMBRE   PARE,,,,,-1,0,-1,,
-73.109546,7.123758,SR 01,SR 01    <br>       <br>   CODIGO   SR 01    <br>   NOMBRE   PARE,,,,,-1,0,-1,,
-73.110295,7.123734,SR 01,SR 01    <br>       <br>   CODIGO   SR 01    <br>   NOMBRE   PARE,,,,,-1,0,-1,,
